customer_id,tier,primary_channel,rank,offer_id,offer_name,category,channel,discount,score,components,boosts_applied
CUST0117,4U+,Grocery,2,OFFER015,Snacks Reward #15,Snacks,Grocery,20Fuel cents/L,100.0,"{'transaction_affinity': 0.401, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.88, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': True}"
CUST0117,4U+,Grocery,3,OFFER008,Produce Reward #8,Produce,Grocery,25% off,97.29,"{'transaction_affinity': 0.055, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.88, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': True}"
CUST0118,Standard,Fuel,1,OFFER004,Beverages Reward #4,Beverages,Both,50% off,61.85,"{'transaction_affinity': 0.145, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0118,Standard,Fuel,2,OFFER006,Beverages Reward #6,Beverages,Both,50Fuel cents/L,61.85,"{'transaction_affinity': 0.145, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0118,Standard,Fuel,3,OFFER018,Beverages Reward #18,Beverages,Both,50$ off,61.85,"{'transaction_affinity': 0.145, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0119,4U+,Fuel,1,OFFER008,Produce Reward #8,Produce,Grocery,25% off,75.68,"{'transaction_affinity': 0.165, 'redemption_match': 0.1, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': True}"
CUST0119,4U+,Fuel,2,OFFER011,Dairy Reward #11,Dairy,Grocery,5Free item,74.2,"{'transaction_affinity': 0.132, 'redemption_match': 0.1, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': True}"
CUST0119,4U+,Fuel,3,OFFER005,Produce Reward #5,Produce,eCommerce,5$ off,71.93,"{'transaction_affinity': 0.165, 'redemption_match': 0.6, 'points_eligibility': 1.0, 'cart_affinity': 0.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': True}"
CUST0120,4U+,Fuel,1,OFFER016,Bakery Reward #16,Bakery,eCommerce,25Free item,68.98,"{'transaction_affinity': 0.2, 'redemption_match': 0.6, 'points_eligibility': 1.0, 'cart_affinity': 0.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': True}"
CUST0120,4U+,Fuel,2,OFFER020,Beverages Reward #20,Beverages,Grocery,5Free item,68.65,"{'transaction_affinity': 0.109, 'redemption_match': 0.1, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': True}"
CUST0120,4U+,Fuel,3,OFFER008,Produce Reward #8,Produce,Grocery,25% off,68.08,"{'transaction_affinity': 0.096, 'redemption_match': 0.1, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': True}"
CUST0121,4U+,Fuel,1,OFFER020,Beverages Reward #20,Beverages,Grocery,5Free item,72.57,"{'transaction_affinity': 0.196, 'redemption_match': 0.1, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': True}"
CUST0121,4U+,Fuel,2,OFFER011,Dairy Reward #11,Dairy,Grocery,5Free item,66.68,"{'transaction_affinity': 0.065, 'redemption_match': 0.1, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': True}"
CUST0121,4U+,Fuel,3,OFFER006,Beverages Reward #6,Beverages,Both,50Fuel cents/L,63.38,"{'transaction_affinity': 0.196, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0122,Standard,Fuel,1,OFFER012,Produce Reward #12,Produce,Both,15$ off,67.89,"{'transaction_affinity': 0.346, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0122,Standard,Fuel,2,OFFER019,Produce Reward #19,Produce,Both,5% off,67.89,"{'transaction_affinity': 0.346, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0122,Standard,Fuel,3,OFFER007,Dairy Reward #7,Dairy,Both,15Free item,65.39,"{'transaction_affinity': 0.263, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0123,Standard,Fuel,1,OFFER007,Dairy Reward #7,Dairy,Both,15Free item,62.08,"{'transaction_affinity': 0.153, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0123,Standard,Fuel,2,OFFER014,Dairy Reward #14,Dairy,Both,50$ off,62.08,"{'transaction_affinity': 0.153, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0123,Standard,Fuel,3,OFFER012,Produce Reward #12,Produce,Both,15$ off,61.8,"{'transaction_affinity': 0.143, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0124,4U+,Grocery,1,OFFER008,Produce Reward #8,Produce,Grocery,25% off,100.0,"{'transaction_affinity': 0.167, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.94, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': True}"
CUST0124,4U+,Grocery,2,OFFER011,Dairy Reward #11,Dairy,Grocery,5Free item,100.0,"{'transaction_affinity': 0.379, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.94, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': True}"
CUST0124,4U+,Grocery,3,OFFER015,Snacks Reward #15,Snacks,Grocery,20Fuel cents/L,97.42,"{'transaction_affinity': 0.028, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.94, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': True}"
CUST0125,Standard,Fuel,1,OFFER007,Dairy Reward #7,Dairy,Both,15Free item,68.94,"{'transaction_affinity': 0.281, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0125,Standard,Fuel,2,OFFER014,Dairy Reward #14,Dairy,Both,50$ off,68.94,"{'transaction_affinity': 0.281, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0125,Standard,Fuel,3,OFFER012,Produce Reward #12,Produce,Both,15$ off,60.5,"{'transaction_affinity': 0.0, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0126,Standard,Grocery,1,OFFER009,Bakery Reward #9,Bakery,Grocery,25% off,72.73,"{'transaction_affinity': 0.288, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.94, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0126,Standard,Grocery,2,OFFER003,Dairy Reward #3,Dairy,Grocery,50$ off,70.07,"{'transaction_affinity': 0.199, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.94, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0126,Standard,Grocery,3,OFFER011,Dairy Reward #11,Dairy,Grocery,5Free item,70.07,"{'transaction_affinity': 0.199, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.94, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0127,4U+,Grocery,1,OFFER008,Produce Reward #8,Produce,Grocery,25% off,100.0,"{'transaction_affinity': 0.24, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.88, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': True}"
CUST0127,4U+,Grocery,2,OFFER011,Dairy Reward #11,Dairy,Grocery,5Free item,100.0,"{'transaction_affinity': 0.256, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.88, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': True}"
CUST0127,4U+,Grocery,3,OFFER015,Snacks Reward #15,Snacks,Grocery,20Fuel cents/L,97.2,"{'transaction_affinity': 0.053, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.88, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': True}"
CUST0128,Standard,Fuel,1,OFFER007,Dairy Reward #7,Dairy,Both,15Free item,67.0,"{'transaction_affinity': 0.217, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0128,Standard,Fuel,2,OFFER014,Dairy Reward #14,Dairy,Both,50$ off,67.0,"{'transaction_affinity': 0.217, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0128,Standard,Fuel,3,OFFER012,Produce Reward #12,Produce,Both,15$ off,60.5,"{'transaction_affinity': 0.0, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0129,4U+,Grocery,1,OFFER008,Produce Reward #8,Produce,Grocery,25% off,100.0,"{'transaction_affinity': 0.0, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.94, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': True}"
CUST0129,4U+,Grocery,2,OFFER011,Dairy Reward #11,Dairy,Grocery,5Free item,100.0,"{'transaction_affinity': 0.211, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.94, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': True}"
CUST0129,4U+,Grocery,3,OFFER015,Snacks Reward #15,Snacks,Grocery,20Fuel cents/L,96.15,"{'transaction_affinity': 0.0, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.94, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': True}"
CUST0130,Standard,Fuel,1,OFFER004,Beverages Reward #4,Beverages,Both,50% off,65.22,"{'transaction_affinity': 0.257, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0130,Standard,Fuel,2,OFFER006,Beverages Reward #6,Beverages,Both,50Fuel cents/L,65.22,"{'transaction_affinity': 0.257, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0130,Standard,Fuel,3,OFFER018,Beverages Reward #18,Beverages,Both,50$ off,65.22,"{'transaction_affinity': 0.257, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0131,Standard,Grocery,1,OFFER003,Dairy Reward #3,Dairy,Grocery,50$ off,67.77,"{'transaction_affinity': 0.212, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.76, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0131,Standard,Grocery,2,OFFER011,Dairy Reward #11,Dairy,Grocery,5Free item,67.77,"{'transaction_affinity': 0.212, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.76, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0131,Standard,Grocery,3,OFFER020,Beverages Reward #20,Beverages,Grocery,5Free item,67.65,"{'transaction_affinity': 0.208, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.76, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0132,4U+,Fuel,1,OFFER016,Bakery Reward #16,Bakery,eCommerce,25Free item,70.73,"{'transaction_affinity': 0.238, 'redemption_match': 0.6, 'points_eligibility': 1.0, 'cart_affinity': 0.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': True}"
CUST0132,4U+,Fuel,2,OFFER008,Produce Reward #8,Produce,Grocery,25% off,67.81,"{'transaction_affinity': 0.09, 'redemption_match': 0.1, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': True}"
CUST0132,4U+,Fuel,3,OFFER020,Beverages Reward #20,Beverages,Grocery,5Free item,65.01,"{'transaction_affinity': 0.028, 'redemption_match': 0.1, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': True}"
CUST0133,4U+,Fuel,1,OFFER011,Dairy Reward #11,Dairy,Grocery,5Free item,73.14,"{'transaction_affinity': 0.109, 'redemption_match': 0.1, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': True}"
CUST0133,4U+,Fuel,2,OFFER020,Beverages Reward #20,Beverages,Grocery,5Free item,71.87,"{'transaction_affinity': 0.18, 'redemption_match': 0.1, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': True}"
CUST0133,4U+,Fuel,3,OFFER005,Produce Reward #5,Produce,eCommerce,5$ off,69.28,"{'transaction_affinity': 0.106, 'redemption_match': 0.6, 'points_eligibility': 1.0, 'cart_affinity': 0.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': True}"
CUST0134,4U+,Fuel,1,OFFER011,Dairy Reward #11,Dairy,Grocery,5Free item,74.69,"{'transaction_affinity': 0.143, 'redemption_match': 0.1, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': True}"
CUST0134,4U+,Fuel,2,OFFER020,Beverages Reward #20,Beverages,Grocery,5Free item,65.0,"{'transaction_affinity': 0.028, 'redemption_match': 0.1, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': True}"
CUST0134,4U+,Fuel,3,OFFER007,Dairy Reward #7,Dairy,Both,15Free item,64.79,"{'transaction_affinity': 0.143, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0135,Standard,Fuel,1,OFFER012,Produce Reward #12,Produce,Both,15$ off,75.84,"{'transaction_affinity': 0.09, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': True, 'tier_multiplier': False}"
CUST0135,Standard,Fuel,2,OFFER019,Produce Reward #19,Produce,Both,5% off,75.84,"{'transaction_affinity': 0.09, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': True, 'tier_multiplier': False}"
CUST0135,Standard,Fuel,3,OFFER007,Dairy Reward #7,Dairy,Both,15Free item,72.6,"{'transaction_affinity': 0.0, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': True, 'tier_multiplier': False}"
CUST0136,Standard,Fuel,1,OFFER007,Dairy Reward #7,Dairy,Both,15Free item,59.36,"{'transaction_affinity': 0.062, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0136,Standard,Fuel,2,OFFER014,Dairy Reward #14,Dairy,Both,50$ off,59.36,"{'transaction_affinity': 0.062, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0136,Standard,Fuel,3,OFFER012,Produce Reward #12,Produce,Both,15$ off,59.2,"{'transaction_affinity': 0.057, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0137,Standard,Fuel,1,OFFER012,Produce Reward #12,Produce,Both,15$ off,62.45,"{'transaction_affinity': 0.165, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0137,Standard,Fuel,2,OFFER007,Dairy Reward #7,Dairy,Both,15Free item,60.14,"{'transaction_affinity': 0.088, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0137,Standard,Fuel,3,OFFER014,Dairy Reward #14,Dairy,Both,50$ off,60.14,"{'transaction_affinity': 0.088, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0138,4U+,Fuel,1,OFFER011,Dairy Reward #11,Dairy,Grocery,5Free item,71.46,"{'transaction_affinity': 0.071, 'redemption_match': 0.1, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': True}"
CUST0138,4U+,Fuel,2,OFFER008,Produce Reward #8,Produce,Grocery,25% off,70.2,"{'transaction_affinity': 0.043, 'redemption_match': 0.1, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': True}"
CUST0138,4U+,Fuel,3,OFFER015,Snacks Reward #15,Snacks,Grocery,20Fuel cents/L,68.69,"{'transaction_affinity': 0.11, 'redemption_match': 0.1, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': True}"
CUST0139,Standard,Grocery,1,OFFER008,Produce Reward #8,Produce,Grocery,25% off,78.08,"{'transaction_affinity': 0.526, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.82, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0139,Standard,Grocery,2,OFFER005,Produce Reward #5,Produce,eCommerce,5$ off,72.28,"{'transaction_affinity': 0.526, 'redemption_match': 0.9, 'points_eligibility': 1.0, 'cart_affinity': 0.6, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0139,Standard,Grocery,3,OFFER010,Produce Reward #10,Produce,eCommerce,50% off,72.28,"{'transaction_affinity': 0.526, 'redemption_match': 0.9, 'points_eligibility': 1.0, 'cart_affinity': 0.6, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0140,Standard,Grocery,1,OFFER008,Produce Reward #8,Produce,Grocery,25% off,74.24,"{'transaction_affinity': 0.298, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.82, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0140,Standard,Grocery,2,OFFER003,Dairy Reward #3,Dairy,Grocery,50$ off,72.26,"{'transaction_affinity': 0.232, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.82, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0140,Standard,Grocery,3,OFFER011,Dairy Reward #11,Dairy,Grocery,5Free item,72.26,"{'transaction_affinity': 0.232, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.82, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0141,Standard,Grocery,1,OFFER008,Produce Reward #8,Produce,Grocery,25% off,71.47,"{'transaction_affinity': 0.276, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.88, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0141,Standard,Grocery,2,OFFER020,Beverages Reward #20,Beverages,Grocery,5Free item,67.04,"{'transaction_affinity': 0.128, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.88, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0141,Standard,Grocery,3,OFFER009,Bakery Reward #9,Bakery,Grocery,25% off,67.03,"{'transaction_affinity': 0.128, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.88, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0142,4U+,Grocery,1,OFFER009,Bakery Reward #9,Bakery,Grocery,25% off,73.3,"{'transaction_affinity': 0.367, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.82, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0142,4U+,Grocery,2,OFFER016,Bakery Reward #16,Bakery,eCommerce,25Free item,71.25,"{'transaction_affinity': 0.367, 'redemption_match': 0.9, 'points_eligibility': 0.0, 'cart_affinity': 0.6, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': True}"
CUST0142,4U+,Grocery,3,OFFER008,Produce Reward #8,Produce,Grocery,25% off,71.03,"{'transaction_affinity': 0.169, 'redemption_match': 1.0, 'points_eligibility': 0.0, 'cart_affinity': 0.82, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': True}"
CUST0143,Standard,Fuel,1,OFFER007,Dairy Reward #7,Dairy,Both,15Free item,65.94,"{'transaction_affinity': 0.181, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0143,Standard,Fuel,2,OFFER014,Dairy Reward #14,Dairy,Both,50$ off,65.94,"{'transaction_affinity': 0.181, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0143,Standard,Fuel,3,OFFER012,Produce Reward #12,Produce,Both,15$ off,65.53,"{'transaction_affinity': 0.168, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0144,Standard,Fuel,1,OFFER004,Beverages Reward #4,Beverages,Both,50% off,61.29,"{'transaction_affinity': 0.126, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0144,Standard,Fuel,2,OFFER006,Beverages Reward #6,Beverages,Both,50Fuel cents/L,61.29,"{'transaction_affinity': 0.126, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0144,Standard,Fuel,3,OFFER007,Dairy Reward #7,Dairy,Both,15Free item,59.57,"{'transaction_affinity': 0.069, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0145,Standard,Grocery,1,OFFER008,Produce Reward #8,Produce,Grocery,25% off,73.18,"{'transaction_affinity': 0.263, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.82, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0145,Standard,Grocery,2,OFFER009,Bakery Reward #9,Bakery,Grocery,25% off,69.32,"{'transaction_affinity': 0.234, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.82, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0145,Standard,Grocery,3,OFFER003,Dairy Reward #3,Dairy,Grocery,50$ off,69.15,"{'transaction_affinity': 0.128, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.82, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0146,Standard,Fuel,1,OFFER007,Dairy Reward #7,Dairy,Both,15Free item,61.21,"{'transaction_affinity': 0.124, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0146,Standard,Fuel,2,OFFER014,Dairy Reward #14,Dairy,Both,50$ off,61.21,"{'transaction_affinity': 0.124, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0146,Standard,Fuel,3,OFFER004,Beverages Reward #4,Beverages,Both,50% off,57.5,"{'transaction_affinity': 0.0, 'redemption_match': 0.7, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0147,Standard,Grocery,1,OFFER003,Dairy Reward #3,Dairy,Grocery,50$ off,74.3,"{'transaction_affinity': 0.21, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0147,Standard,Grocery,2,OFFER011,Dairy Reward #11,Dairy,Grocery,5Free item,74.3,"{'transaction_affinity': 0.21, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0147,Standard,Grocery,3,OFFER008,Produce Reward #8,Produce,Grocery,25% off,73.87,"{'transaction_affinity': 0.196, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 1.0, 'demographic_match': 0.8}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0148,Standard,Grocery,1,OFFER009,Bakery Reward #9,Bakery,Grocery,25% off,73.0,"{'transaction_affinity': 0.327, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.88, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0148,Standard,Grocery,2,OFFER003,Dairy Reward #3,Dairy,Grocery,50$ off,69.53,"{'transaction_affinity': 0.211, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.88, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
CUST0148,Standard,Grocery,3,OFFER011,Dairy Reward #11,Dairy,Grocery,5Free item,69.53,"{'transaction_affinity': 0.211, 'redemption_match': 1.0, 'points_eligibility': 1.0, 'cart_affinity': 0.88, 'demographic_match': 0.5}","{'recency_boost': False, 'tier_multiplier': False}"
