customer_id,age_group,gender,tier,points_balance,primary_redemption_channel,days_since_last_txn,total_transactions,ecommerce_orders,registered_months
CUST0436,55+,Other,Standard,3312,Fuel,57,22,0,16
CUST0437,18-24,M,Standard,834,Grocery,17,6,1,9
CUST0438,18-24,Other,Standard,3049,Grocery,87,23,2,59
CUST0439,45-54,M,Standard,528,Fuel,25,7,0,58
CUST0440,18-24,M,Standard,349,Fuel,59,23,0,28
CUST0441,45-54,M,4U+,241,Grocery,48,16,1,59
CUST0442,25-34,M,Standard,2292,Grocery,57,24,4,40
CUST0443,55+,F,Standard,4086,Grocery,52,6,0,18
CUST0444,55+,M,4U+,3434,Fuel,25,25,0,52
CUST0445,55+,F,Standard,2941,Grocery,61,16,4,33
CUST0446,18-24,F,Standard,2215,Grocery,23,24,1,2
CUST0447,35-44,Other,Standard,3864,Fuel,67,12,0,11
CUST0448,55+,Other,Standard,1975,Fuel,34,6,0,49
CUST0449,25-34,M,Standard,2906,Grocery,22,23,2,52
CUST0450,55+,M,Standard,2880,Fuel,72,23,0,13
CUST0451,18-24,M,4U+,1438,Grocery,62,6,1,39
CUST0452,18-24,F,Standard,4312,Fuel,61,24,0,13
CUST0453,18-24,M,Standard,1453,Grocery,41,9,4,46
CUST0454,18-24,F,Standard,4311,Fuel,46,27,0,43
CUST0455,35-44,M,4U+,2757,Fuel,38,10,0,47
CUST0456,55+,Other,4U+,2599,Grocery,22,24,2,15
CUST0457,35-44,M,Standard,2513,Grocery,88,10,5,1
CUST0458,35-44,Other,4U+,1491,Fuel,77,12,0,41
CUST0459,18-24,M,Standard,1152,Grocery,42,16,2,11
CUST0460,35-44,M,Standard,3658,Grocery,1,12,5,5
CUST0461,18-24,F,Standard,885,Grocery,0,19,5,27
CUST0462,35-44,Other,Standard,4039,Grocery,48,17,0,54
CUST0463,18-24,M,4U+,1332,Fuel,57,14,0,2
CUST0464,35-44,M,Standard,857,Grocery,9,17,1,47
CUST0465,55+,F,Standard,2768,Fuel,76,27,0,2
CUST0466,25-34,M,4U+,4975,Fuel,55,8,0,22
CUST0467,55+,Other,Standard,3352,Fuel,89,28,0,35
CUST0468,18-24,M,Standard,2436,Grocery,30,17,4,36
CUST0469,18-24,F,4U+,446,Fuel,46,7,0,19
CUST0470,25-34,M,4U+,794,Fuel,3,25,0,19
CUST0471,45-54,F,Standard,946,Grocery,39,20,5,17
CUST0472,45-54,F,Standard,1514,Grocery,47,10,3,3
CUST0473,25-34,F,Standard,3809,Grocery,33,23,0,10
CUST0474,45-54,Other,Standard,2816,Fuel,69,12,0,36
CUST0475,55+,Other,Standard,4280,Grocery,53,20,4,57
CUST0476,45-54,Other,Standard,2448,Grocery,10,6,4,37
CUST0477,25-34,M,Standard,3678,Fuel,22,30,0,13
CUST0478,45-54,M,Standard,3468,Fuel,10,25,0,10
CUST0479,45-54,Other,Standard,548,Grocery,11,17,4,21
CUST0480,55+,Other,Standard,101,Grocery,89,21,3,8
CUST0481,55+,Other,4U+,1214,Fuel,72,29,0,7
CUST0482,35-44,F,Standard,2343,Fuel,68,13,0,25
CUST0483,35-44,F,4U+,306,Grocery,22,9,4,39
CUST0484,25-34,M,4U+,3242,Fuel,42,28,0,31
CUST0485,35-44,F,Standard,165,Grocery,43,13,3,55
CUST0486,45-54,F,Standard,1100,Fuel,38,13,0,47
CUST0487,25-34,F,4U+,1539,Fuel,56,28,0,32
CUST0488,18-24,F,Standard,4221,Fuel,20,27,0,33
CUST0489,18-24,M,4U+,4294,Fuel,72,11,0,57
CUST0490,45-54,M,Standard,2043,Fuel,4,16,0,46
CUST0491,55+,F,Standard,3017,Grocery,59,25,0,44
CUST0492,55+,F,Standard,3051,Fuel,62,10,0,56
CUST0493,35-44,Other,4U+,2820,Grocery,20,27,0,19
CUST0494,55+,M,Standard,406,Grocery,20,12,5,15
CUST0495,18-24,Other,Standard,3354,Grocery,65,5,3,59
CUST0496,25-34,F,Standard,4924,Fuel,1,24,0,52
CUST0497,35-44,F,Standard,3471,Grocery,48,13,1,30
CUST0498,18-24,Other,Standard,4788,Grocery,13,26,2,36
CUST0499,18-24,F,Standard,885,Grocery,61,13,5,21
CUST0500,25-34,Other,Standard,2447,Grocery,24,29,1,58
